movie_id,keywords
308,"france,hairdresser,sexual frustration,businessman,funeral,love,poland,psychological,french,arthouse,comedy-drama"
311,"therapist,suspicion,serial killer,special education"
312,"dysfunctional family,public access"
313,"princess,kingdom,musical,romantic comedy,swan"
314,"sea,island,legend,family history,family relationships,seagull,ireland,storytelling,seal (animal),seaweed,talking to animals,fishing boat,lost at sea,lost son,selkie,isolated,gaelic music,irish folklore,human becoming an animal,irish sea,animal behaviour,animal human friendship,animals & nature,donegal,grandfather granddaughter relationship,inishtrahull island,gaelic"
315,"based on novel or book,explosive,fistfight,revenge,organized crime,urban setting,explosives expert,neo-noir,action hero"
316,"egypt,teleportation,pyramid,space travel,uprising,space,androgyny,space western,timebomb,death of son,nuclear weapons,space opera,hieroglyph,egyptian mythology,egyptology"
317,"chicago, illinois,holiday,christmas party,deal,santa claus,christmas tree,child custody,christmas,father son relationship,christmas eve"
318,"prison,friendship,police brutality,corruption,based on novel or book,hope,prison cell,delinquent,redemption,parole board,prison escape,wrongful imprisonment,interracial friendship,framed for murder,1940s,voiceover,ambiguous"
319,"distrust,scotland,roommates,overdose,grave,dark comedy,edinburgh, scotland,money,shallow grave,exploitation of friendship,neo-noir,friendship comedy,boundaries of friendship"
320,"amnesia,betrayal,black and white,twins,evil twin,identity swap"
321,"cuba,1970s,artist,male friendship,social commentary,male homosexuality,lgbt,havana, cuba,communism,gay theme"
322,"career,kidnapping,manipulation,dark comedy,satire,punishment,revenge,hollywood,los angeles, california,humiliation,disgruntled worker,verbal abuse,studio executive,movie producer,evil boss"
324,"sydney, australia,australia,based on play or musical,breaking the fourth wall,father son relationship,gay theme"
326,"epic,child abuse,china,gambling,communist,gambling debt,cultural revolution,chinese civil war,shadow puppet,1940s,1950s,1960s"
327,"dystopia,destroy,reincarnation,based on comic,desert,artial arts,woman director,2030s"
328,"prostitute,key,chosen one,based on comic,god,demon,crypt keeper"
329,"android,spacecraft,teleportation,starship,loss of loved one,death,space opera,exploding planet,mountain cabin,solar system,cosmos,spanning generations,legendary hero,spaceship crash,outer space,emotional instability,generazioni"
330,"prison,child abuse,police brutality,ku klux klan,ghetto,anthology,evil doll,murder,hood,dirty cop,funeral home"
332,"pregnancy,village,alien life-form,alien,bewusstlosigkeit,doppelgänger"
333,"road trip,buddy"
335,neo-noir
336,"vietnam,jungle"
337,"mentally disabled,sibling relationship,based on novel or book,widow,iowa,dysfunctional family,obesity,single mother,grocery store,mentally handicapped child"
338,"android,artificial intelligence (a.i.),computer program,video game,virtual reality,nanotechnology,hologram,ex-cop,visual effect,serial killer,cyberpunk,los angeles, california,police training,good versus evil"
339,"chicago, illinois,coma,sibling relationship,love of one's life,brother,subway,romantic comedy,man of one's dreams,hospital,christmas"
340,"vietnam veteran,bullying,child"
341,"daughter,immigrant,parent child relationship,culture clash,interracial romance,dating,family,audition,generation gap,woman director"
342,"daughter,individual,friendship,dreams,love of one's life,becoming an adult,return,overweight,province,bathing,olympic games,boredom,empowerment"
343,"friends,camp,summer,club,woman director,summer school"
344,"miami, florida,dolphin,detective,human animal relationship,stupidity,mascot,slapstick comedy,animals,private detective,pets"
345,"australia,van,homophobia,drag queen,musical,transsexual,lgbt,australian aboriginal,australian outback,alice springs,gay theme,transgender"
346,"guitar,red-light district,stuart sutcliffe,boyfriend girlfriend relationship,river elbe,hamburg, germany,photo,reeperbahn"
347,"marriage crisis,married couple,eroticism,cruise,wheelchair,longing,paralysis,sadomasochism,voyeurism"
348,"new york city,female lover,talent,mafia boss,author,playwright,broadway,1920s,compulsive eating"
349,"sniper,central intelligence agency (cia),helicopter,assassination,usa president,based on novel or book,ambush,espionage,politics,drug trafficking,mercenary,coast guard,car bomb,caravan,sequel,cali colombia,covert operation,drug cartel,shootout,explosion,jack ryan,dea agent,ex military,political thriller,political cover-up,bogota, colombia,intelligence service,cia analyst,fbi director,panama city, panama"
350,"suicide,sibling relationship,brother,gangster,investigation,witness protection,principal witness ,search for witnesses,lawyer,anxious,legal thriller,intense,admiring,appreciative,sceptical,sympathetic"
351,"daughter,friendship,loss of loved one,mute,housekeeper,xenophobia,woman director,amused"
352,"black people,1970s,jazz singer or musician,dysfunctional family,teacher,urban,parenthood,brooklyn, new york city,semi autobiographical,street kid,euphoric"
353,"martial arts,superhero,supernatural,halloween,crow,based on comic,revenge,arson,vigilante,tragic hero,back from the dead,sadist,detroit, michigan,gothic,urban setting,aggressive,neo-noir,urban gothic,supernatural power,vigilante justice,good versus evil,horror,bold,straightforward,tragic"
354,"sports,baseball,georgia,biography,historical figure,baseball player,baseball hall of fame,lake tahoe"
355,"friendship,plan,jealousy,manager,adoption,bad mother-in-law,family's daily life,stone age,based on cartoon,best friend,dinosaur,cavemen"
356,"vietnam war,vietnam veteran,mentally disabled,friendship,usa president,washington dc, usa,post-traumatic stress disorder (ptsd),waitress,based on novel or book,hippie,single parent,parent child relationship,optimism,1970s,drug addiction,autism,alabama,black panther party,bus stop,family relationships,chameleon,single mother,military,anti war protest,1960s,college american football,mother son relationship,wonder,america,inspirational,lighthearted,dramatic,sentimental,dignified,enthusiastic,gentle,feel-good"
357,"friendship,marriage proposal,love of one's life,england,wedding vows,funeral,upper class,love at first sight,yuppie,marriage,lone wolf,snob,witness,bride,bridegroom,bridesmaid,clumsy fellow,fear of commitment,unrequited love,wedding,thirty something,group of friends,best man,rich man,commitment issues"
358,"race politics,college,racism,date rape,athletic scholarship,black militant,resentment,school shooting,lesbian"
359,"puerto rico,love,jail,theft,woman director"
360,"newspaper,romantic comedy,adversary,rivalry,reporter,urban setting,opposites attract,experience"
361,"new york city,waitress,court case,greed,diner,cop,fame,news reporter,newspaper article,marital discord,lottery ticket,winning lottery,new-found fame,man of his word,romantic,comforting,inspired by true story"
362,"tiger,feral child,jungle,bear,falling in love"
363,"nazi,propaganda,artists' life"
364,"father murder,loss of loved one,africa,lion,manipulation,villain,redemption,musical,uncle,murder,warthog,shaman,king,scar,family,hyena,meerkat,nature,mandrill,inspirational,comforting,powerful"
365,"buddhist,tibet,reincarnation,buddha,siddhartha,enlightenment,lgbt interest"
366,"fire,dreams,nightmare,sadism,kidnapping,psychopath,movie business,supernatural,earthquake,insomnia,mascot,ohio,celebrity,alternate dimension,murder,fame,hospital,slasher,hollywood,storytelling,self-referential,reboot,disfigurement,alternative reality,sleepwalking,nightmare becomes reality,supernatural horror"
367,"dual identity,bank,superhero,mockery,transformation,villain,surrealism,based on comic,slapstick comedy,balloon,dog,urban setting,jail cell,wisecrack humor,super villain,norse mythology,supernatural power,the mask"
368,"ship,saloon,poker,mississippi river,native american,steamboat,on the run,attempted robbery"
369,"new york city,prohibition era,alcohol,biography,romance,flashback,writer,1920s"
370,"police,undercover,parody,sexual humor,slapstick comedy,spoof,los angeles, california,terrorism,state prison,good versus evil,based on tv series"
371,"new york city,newspaper,research,success,murder,newspaper editor,tabloid,tabloid reporter"
372,"yuppie,roommates,generations conflict,cohabitant,cabriolet,unemployed"
373,"vietnam veteran,sheriff,wyoming, usa,hitman,gun,gas station,cemetery,motel,money,murder,bag of money,criminal,unemployment,war injury,oil rig ,neo-noir"
374,"wealthy,billionaire,family,richie rich"
376,"husband wife relationship,strong woman,marriage crisis,boston, massachusetts,montana,river,married couple,robber,architect,matter of life and death,dysfunctional family,hostage-taking,rafting,teacher,raft,family vacation,criminal,dog,park ranger,rowing,adventurer,heist gone wrong,gauntlet,smoke signal,sign languages,experience,escape attempt,whitewater river rafting,camping trip,father son relationship,mother son relationship,rapids,married parents,suspense,family in danger,heist thriller,teacher for the deaf,unable to swim,gripping"
377,"bomb,s.w.a.t.,bus,bomber,bus ride,highway,los angeles, california,explosion,police officer,trapped,criminal investigation,bomb planting,terrorist attack,lapd,driving,ransom demand,elevator,extortionist,passengers,life or death,terror,serious,city bus"
378,"politics,love,speech writer"
379,"martial arts,time travel,based on comic,alternative reality"
380,"florida,horseback riding,gun,kidnapping,spy,florida keys,secret agent,terrorism,terrorist plot,top secret,mushroom cloud,jackhammer,special agent,key west,mischievous,suspenseful"
381,"new love,husband wife relationship,family,alcoholic,therapy"
382,"adultery,bite,heal,deer,werewolf,vermont,publisher"
383,"gunslinger,sheriff,gambling,deputy sheriff,arizona,wretch,historical figure,wyatt earp,doc holliday,tombstone arizona,19th century,ok corral"
384,"central intelligence agency (cia),judge,blackmail"
385,"friendship,dublin, ireland,ireland,middle ages (476-1453),gay theme"
386,"based on novel or book,escape,media,loss of loved one,kidnapping,hostage,pregnancy,reality spoof,celebrity,survival,teenage girl,hospital,masked man,tragic event,homecoming"
387,"drug crime,fbi,drugs,private detective,blast"
388,"anthology,male homosexuality,lgbt,short compilation,1990s,gay theme"
390,"sports car,kidnapping,go-go dancer,killing,eroticism"
391,"family relationships,fear,relationship,gospel singer,desperate,complex,anxious,dreary,provocative,romantic,antagonistic,callous,cruel,frightened,frustrated,gentle,hopeful"
393,"martial arts,hostage,liberation of hostage,dictator,hostage-taking,street fighter,united nations,based on video game,sarcastic"
405,"new york city,martial arts,japan,immortality,scotland,morocco,sorcery,sword fight,katana sword,fictional war,dark fantasy,archeology,warrior,action hero,sword and sorcery,supernatural power,good versus evil"
